page_title|card|sentence
Rabbit|rabbit|The larynx functions as the rabbit's voice box, which enables it to produce a wide variety of sounds
Rabbit|rabbit|The trachea is a long tube embedded with cartilaginous rings that prevent the tube from collapsing as air moves in and out of the lungs
Rabbit|rabbit|The trachea then splits into a left and right bronchus, which meet the lungs at a structure called the hilum
Rabbit|rabbit|From there, the bronchi split into progressively more narrow and numerous branches
Rabbit|rabbit|The bronchi branch into bronchioles, into respiratory bronchioles, and ultimately terminate at the alveolar ducts
Rabbit|rabbit|The branching that is typically found in rabbit lungs is a clear example of monopodial branching, in which smaller branches divide out laterally from a larger central branch.The structure of the rabbit's nasal and oral cavities, necessitates breathing through the nose
Rabbit|rabbit|This is due to the fact that the epiglottis is fixed to the backmost portion of the soft palate
Rabbit|rabbit|Within the oral cavity, a layer of tissue sits over the opening of the glottis, which blocks airflow from the oral cavity to the trachea
Rabbit|rabbit|The epiglottis functions to prevent the rabbit from aspirating on its food
Rabbit|rabbit|Further, the presence of a soft and hard palate allow the rabbit to breathe through its nose while it feeds.
Rabbit|rabbit|Rabbits lungs are divided into four lobes
Rabbit|rabbit|the cranial, middle, caudal, and accessory lobes
Rabbit|rabbit|The right lung is made up of all four lobes, while the left lung only has two
Rabbit|rabbit|the cranial and caudal lobes
Rabbit|rabbit|In order to provide space for the heart, the left cranial lobe of the lungs is significantly smaller than that of the right
Rabbit|rabbit|The diaphragm is a muscular structure that lies caudal to the lungs and contracts to facilitate respiration.
Rabbit|rabbit|Rabbits are herbivores that feed by grazing on grass and other leafy plants
Rabbit|rabbit|In consequence, their diet contains large amounts of cellulose, which is hard to digest
Rabbit|rabbit|Rabbits solve this problem via a form of hindgut fermentation
Rabbit|rabbit|They pass two distinct types of feces
Rabbit|rabbit|"hard droppings and soft black viscous pellets, the latter of which are known as caecotrophs or ""night droppings""  and are immediately eaten (a behaviour known as coprophagy)"
Rabbit|rabbit|Rabbits reingest their own droppings (rather than chewing the cud as do cows and numerous other herbivores) to digest their food further and extract sufficient nutrients.Rabbits graze heavily and rapidly for roughly the first half-hour of a grazing period (usually in the late afternoon), followed by about half an hour of more selective feeding
Rabbit|rabbit|In this time, the rabbit will also excrete many hard fecal pellets, being waste pellets that will not be reingested
Rabbit|rabbit|If the environment is relatively non-threatening, the rabbit will remain outdoors for many hours, grazing at intervals
Rabbit|rabbit|While out of the burrow, the rabbit will occasionally reingest its soft, partially digested pellets; this is rarely observed, since the pellets are reingested as they are produced.
Rabbit|rabbit|Hard pellets are made up of hay-like fragments of plant cuticle and stalk, being the final waste product after redigestion of soft pellets
Rabbit|rabbit|These are only released outside the burrow and are not reingested
Rabbit|rabbit|Soft pellets are usually produced several hours after grazing, after the hard pellets have all been excreted
Rabbit|rabbit|They are made up of micro-organisms and undigested plant cell walls.Rabbits are hindgut digesters
Rabbit|rabbit|This means that most of their digestion takes place in their large intestine and cecum
Rabbit|rabbit|In rabbits, the cecum is about 10 times bigger than the stomach and it along with the large intestine makes up roughly 40% of the rabbit's digestive tract
Rabbit|rabbit|The unique musculature of the cecum allows the intestinal tract of the rabbit to separate fibrous material from more digestible material; the fibrous material is passed as feces, while the more nutritious material is encased in a mucous lining as a cecotrope
Rabbit|rabbit|"Cecotropes, sometimes called ""night feces"", are high in minerals, vitamins and proteins that are necessary to the rabbit's health"
Rabbit|rabbit|Rabbits eat these to meet their nutritional requirements; the mucous coating allows the nutrients to pass through the acidic stomach for digestion in the intestines
Rabbit|rabbit|This process allows rabbits to extract the necessary nutrients from their food.The chewed plant material collects in the large cecum, a secondary chamber between the large and small intestine containing large quantities of symbiotic bacteria that help with the digestion of cellulose and also produce certain B vitamins
Rabbit|rabbit|The pellets are about 56% bacteria by dry weight, largely accounting for the pellets being 24.4% protein on average
Rabbit|rabbit|The soft feces form here and contain up to five times the vitamins of hard feces
Rabbit|rabbit|After being excreted, they are eaten whole by the rabbit and redigested in a special part of the stomach
Rabbit|rabbit|The pellets remain intact for up to six hours in the stomach; the bacteria within continue to digest the plant carbohydrates
Rabbit|rabbit|This double-digestion process enables rabbits to use nutrients that they may have missed during the first passage through the gut, as well as the nutrients formed by the microbial activity and thus ensures that maximum nutrition is derived from the food they eat
Rabbit|rabbit|This process serves the same purpose in the rabbit as rumination does in cattle and sheep.
Rabbit|rabbit|The adult male reproductive system forms the same as most mammals with the seminiferous tubular compartment containing the Sertoli cells and an adluminal compartment that contains the Leydig cells
Rabbit|rabbit|The Leydig cells produce testosterone, which maintains libido and creates secondary sex characteristics such as the genital tubercle and penis
Rabbit|rabbit|The Sertoli cells triggers the production of Anti-Müllerian duct hormone, which absorbs the Müllerian duct
Rabbit|rabbit|In an adult male rabbit, the sheath of the penis is cylinder-like and can be extruded as early as two months of age
Rabbit|rabbit|The scrotal sacs lay lateral to the penis and contain epididymal fat pads which protect the testes
Rabbit|rabbit|Between 10 and 14 weeks, the testes descend and are able to retract into the pelvic cavity in order to thermoregulate
Rabbit|rabbit|Furthermore, the secondary sex characteristics, such as the testes, are complex and secrete many compounds
Rabbit|rabbit|These compounds includes fructose, citric acid, minerals, and a uniquely high amount of catalase.
Rabbit|rabbit|The adult female reproductive tract is bipartite, which prevents an embryo from translocating between uteri
Rabbit|rabbit|The two uterine horns communicate to two cervixes and forms one vaginal canal
Rabbit|rabbit|Along with being bipartite, the female rabbit does not go through an estrus cycle, which causes mating induced ovulation.The average female rabbit becomes sexually mature at 3 to 8 months of age and can conceive at any time of the year for the duration of her life
Rabbit|rabbit|However, egg and sperm production can begin to decline after three years
Rabbit|rabbit|During mating, the male rabbit will mount the female rabbit from behind and insert his penis into the female and make rapid pelvic hip thrusts
Rabbit|rabbit|The encounter lasts only 20–40 seconds and after, the male will throw himself backwards off the female.The rabbit gestation period is short and ranges from 28 to 36 days with an average period of 31 days
Rabbit|rabbit|A longer gestation period will generally yield a smaller litter while shorter gestation periods will give birth to a larger litter
Rabbit|rabbit|The size of a single litter can range from four to 12 kits allowing a female to deliver up to 60 new kits a year
Rabbit|rabbit|After birth, the female can become pregnant again as early as the next dayThe mortality rates of embryos are high in rabbits and can be due to infection, trauma, poor nutrition and environmental stress so a high fertility rate is necessary to counter this.
Rabbit|rabbit|Rabbits may appear to be crepuscular, but their natural inclination is toward nocturnal activity
Rabbit|rabbit|In 2011, the average sleep time of a rabbit in captivity was calculated at 8.4 hours per day
Rabbit|rabbit|As with other prey animals, rabbits often sleep with their eyes open, so that sudden movements will awaken the rabbit to respond to potential danger.
Rabbit|rabbit|"In addition to being at risk of disease from common pathogens such as Bordetella bronchiseptica and Escherichia coli, rabbits can contract the virulent, species-specific viruses RHD (""rabbit hemorrhagic disease"", a form of calicivirus) or myxomatosis"
Rabbit|rabbit|Among the parasites that infect rabbits are tapeworms (such as Taenia serialis), external parasites (including fleas and mites), coccidia species, and Toxoplasma gondii
Rabbit|rabbit|Domesticated rabbits with a diet lacking in high fiber sources, such as hay and grass, are susceptible to potentially lethal gastrointestinal stasis
Rabbit|rabbit|Rabbits and hares are almost never found to be infected with rabies and have not been known to transmit rabies to humans.Encephalitozoon cuniculi, an obligate intracellular parasite is also capable of infecting many mammals including rabbits.
Rabbit|rabbit|Rabbits are prey animals and are therefore constantly aware of their surroundings
Rabbit|rabbit|For instance, in Mediterranean Europe, rabbits are the main prey of red foxes, badgers, and Iberian lynxes
Rabbit|rabbit|If confronted by a potential threat, a rabbit may freeze and observe then warn others in the warren with powerful thumps on the ground
Rabbit|rabbit|Rabbits have a remarkably wide field of vision, and a good deal of it is devoted to overhead scanning
Rabbit|rabbit|They survive predation by burrowing, hopping away in a zig-zag motion, and, if captured, delivering powerful kicks with their hind legs
Rabbit|rabbit|Their strong teeth allow them to eat and to bite in order to escape a struggle
Rabbit|rabbit|The longest-lived rabbit on record, a domesticated European rabbit living in Tasmania, died at age 18
Rabbit|rabbit|The lifespan of wild rabbits is much shorter; the average longevity of an eastern cottontail, for instance, is less than one year.
Rabbit|rabbit|Rabbit habitats include meadows, woods, forests, grasslands, deserts and wetlands
Rabbit|rabbit|Rabbits live in groups, and the best known species, the European rabbit, lives in burrows, or rabbit holes
Rabbit|rabbit|A group of burrows is called a warren.More than half the world's rabbit population resides in North America
Rabbit|rabbit|They are also native to southwestern Europe, Southeast Asia, Sumatra, some islands of Japan, and in parts of Africa and South America
Rabbit|rabbit|They are not naturally found in most of Eurasia, where a number of species of hares are present
Rabbit|rabbit|Rabbits first entered South America relatively recently, as part of the Great American Interchange
Rabbit|rabbit|Much of the continent has just one species of rabbit, the tapeti, while most of South America's southern cone is without rabbits.
Rabbit|rabbit|Rabbits have been a source of environmental problems when introduced into the wild by humans
Rabbit|rabbit|As a result of their appetites, and the rate at which they breed, feral rabbit depredation can be problematic for agriculture
Rabbit|rabbit|Gassing (fumigation of warrens), barriers (fences), shooting, snaring, and ferreting have been used to control rabbit populations, but the most effective measures are diseases such as myxomatosis (myxo or mixi, colloquially) and calicivirus
Rabbit|rabbit|In Europe, where rabbits are farmed on a large scale, they are protected against myxomatosis and calicivirus with a genetically modified virus
Rabbit|rabbit|The virus was developed in Spain, and is beneficial to rabbit farmers
Rabbit|rabbit|If it were to make its way into wild populations in areas such as Australia, it could create a population boom, as those diseases are the most serious threats to rabbit survival
Rabbit|rabbit|Rabbits in Australia and New Zealand are considered to be such a pest that land owners are legally obliged to control them.
Rabbit|rabbit|In some areas, wild rabbits and hares are hunted for their meat, a lean source of high quality protein
Rabbit|rabbit|In the wild, such hunting is accomplished with the aid of trained falcons, ferrets, or dogs, as well as with snares or other traps, and rifles
Rabbit|rabbit|A caught rabbit may be dispatched with a sharp blow to the back of its head, a practice from which the term rabbit punch is derived.
Rabbit|rabbit|Wild leporids comprise a small portion of global rabbit-meat consumption
Rabbit|rabbit|Domesticated descendants of the European rabbit (Oryctolagus cuniculus) that are bred and kept as livestock (a practice called cuniculture) account for the estimated 200 million tons of rabbit meat produced annually
Rabbit|rabbit|Approximately 1.2 billion rabbits are slaughtered each year for meat worldwide
Rabbit|rabbit|In 1994, the countries with the highest consumption per capita of rabbit meat were Malta with 8.89 kg (19 lb 10 oz), Italy with 5.71 kg (12 lb 9 oz), and Cyprus with 4.37 kg (9 lb 10 oz), falling to 0.03 kg (1 oz) in Japan
Rabbit|rabbit|The figure for the United States was 0.14 kg (5 oz) per capita
Rabbit|rabbit|The largest producers of rabbit meat in 1994 were China, Russia, Italy, France, and Spain
Rabbit|rabbit|Rabbit meat was once a common commodity in Sydney, Australia, but declined after the myxomatosis virus was intentionally introduced to control the exploding population of feral rabbits in the area.
Rabbit|rabbit|In the United Kingdom, fresh rabbit is sold in butcher shops and markets, and some supermarkets sell frozen rabbit meat
Rabbit|rabbit|At farmers markets there, including the famous Borough Market in London, rabbit carcasses are sometimes displayed hanging, unbutchered (in the traditional style), next to braces of pheasant or other small game
Rabbit|rabbit|"Rabbit meat is a feature of Moroccan cuisine, where it is cooked in a tajine with ""raisins and grilled almonds added a few minutes before serving"""
Rabbit|rabbit|In China, rabbit meat is particularly popular in Sichuan cuisine, with its stewed rabbit, spicy diced rabbit, BBQ-style rabbit, and even spicy rabbit heads, which have been compared to spicy duck neck
Rabbit|rabbit|Rabbit meat is comparatively unpopular elsewhere in the Asia-Pacific.
Rabbit|rabbit|An extremely rare infection associated with rabbits-as-food is tularemia (also known as rabbit fever), which may be contracted from an infected rabbit
Rabbit|rabbit|Hunters are at higher risk for tularemia because of the potential for inhaling the bacteria during the skinning process.
Rabbit|rabbit|In addition to their meat, rabbits are used for their wool, fur, and pelts, as well as their nitrogen-rich manure and their high-protein milk
Rabbit|rabbit|Production industries have developed domesticated rabbit breeds (such as the well-known Angora rabbit) to efficiently fill these needs.
Rabbit|rabbit|Rabbits are often used as a symbol of fertility or rebirth, and have long been associated with spring and Easter as the Easter Bunny
Rabbit|rabbit|The species' role as a prey animal with few defenses evokes vulnerability and innocence, and in folklore and modern children's stories, rabbits often appear as sympathetic characters, able to connect easily with youth of all kinds (for example, the Velveteen Rabbit, or Thumper in Bambi).
Rabbit|rabbit|With its reputation as a prolific breeder, the rabbit juxtaposes sexuality with innocence, as in the Playboy Bunny
Rabbit|rabbit|The rabbit (as a swift prey animal) is also known for its speed, agility, and endurance, symbolized (for example) by the marketing icons the Energizer Bunny and the Duracell Bunny.
Rabbit|rabbit|In Chinese folklore, rabbits accompany Chang'e on the Moon
Rabbit|rabbit|In the Chinese New Year, the zodiacal rabbit is one of the twelve celestial animals in the Chinese zodiac
Rabbit|rabbit|Note that the Vietnamese zodiac includes a zodiacal cat in place of the rabbit, possibly because rabbits did not inhabit Vietnam
Rabbit|rabbit|"The most common explanation, however, is that the ancient Vietnamese word for ""rabbit"" (mao) sounds like the Chinese word for ""cat"" (卯, mao)."
Rabbit|rabbit|In Japanese tradition, rabbits live on the Moon where they make mochi, the popular snack of mashed sticky rice
Rabbit|rabbit|This comes from interpreting the pattern of dark patches on the moon as a rabbit standing on tiptoes on the left pounding on an usu, a Japanese mortar.
Rabbit|rabbit|A Vietnamese mythological story portrays the rabbit of innocence and youthfulness
Rabbit|rabbit|The Gods of the myth are shown to be hunting and killing rabbits to show off their power.
Rabbit|rabbit|"Buddhism, Christianity, and Judaism have associations with an ancient circular motif called the three rabbits (or ""three hares"")"
Rabbit|rabbit|"Its meaning ranges from ""peace and tranquility"", to purity or the Holy Trinity, to Kabbalistic levels of the soul or to the Jewish diaspora"
Rabbit|rabbit|The tripartite symbol also appears in heraldry and even tattoos.The rabbit as trickster is a part of American popular culture, as Br'er Rabbit (from African-American folktales and, later, Disney animation) and Bugs Bunny (the cartoon character from Warner Bros.), for example.
Rabbit|rabbit|Anthropomorphized rabbits have appeared in film and literature, in Alice's Adventures in Wonderland (the White Rabbit and the March Hare characters), in Watership Down (including the film and television adaptations), in Rabbit Hill (by Robert Lawson), and in the Peter Rabbit stories (by Beatrix Potter)
Rabbit|rabbit|In the 1920s, Oswald the Lucky Rabbit, was a popular cartoon character.
Rabbit|rabbit|A rabbit's foot may be carried as an amulet, believed to bring protection and good luck
Rabbit|rabbit|This belief is found in many parts of the world, with the earliest use being recorded in Europe c
Rabbit|rabbit|600 BC.On the Isle of Portland in Dorset, UK, the rabbit is said to be unlucky and even speaking the creature's name can cause upset among older island residents
Rabbit|rabbit|This is thought to date back to early times in the local quarrying industry where (to save space) extracted stones that were not fit for sale were set aside in what became tall, unstable walls
Rabbit|rabbit|The local rabbits' tendency to burrow there would weaken the walls and their collapse resulted in injuries or even death
Rabbit|rabbit|Thus, invoking the name of the culprit became an unlucky act to be avoided
Rabbit|rabbit|In the local culture to this day, the rabbit (when he has to be referred to) may instead be called a “long ears” or “underground mutton”, so as not to risk bringing a downfall upon oneself
Rabbit|rabbit|"While it was true 50 years ago that a pub on the island could be emptied by calling out the word ""rabbit"", this has become more fable than fact in modern times.In other parts of Britain and in North America, invoking the rabbit's name may instead bring good luck"
Rabbit|rabbit|"""Rabbit rabbit rabbit"" is one variant of an apotropaic or talismanic superstition that involves saying or repeating the word ""rabbit"" (or ""rabbits"" or ""white rabbits"" or some combination thereof) out loud upon waking on the first day of each month, because doing so will ensure good fortune for the duration of that month."
Rabbit|rabbit|"The ""rabbit test"" is a term, first used in 1949, for the Friedman test, an early diagnostic tool for detecting a pregnancy in humans"
Rabbit|rabbit|It is a common misconception (or perhaps an urban legend) that the test-rabbit would die if the woman was pregnant
Rabbit|rabbit|"This led to the phrase ""the rabbit died"" becoming a euphemism for a positive pregnancy test."
Rabbit|rabbit|Windling, Terri
Rabbit|rabbit|The Symbolism of Rabbits and Hares
Dragon|dragon|A dragon is a large, serpentine, legendary creature that appears in the folklore of many cultures worldwide
Dragon|dragon|Beliefs about dragons vary considerably through regions, but dragons in western cultures since the High Middle Ages have often been depicted as winged, horned, four-legged, and capable of breathing fire
Dragon|dragon|Dragons in eastern cultures are usually depicted as wingless, four-legged, serpentine creatures with above-average intelligence.
Dragon|dragon|The earliest attested reports of draconic creatures resemble giant snakes
Dragon|dragon|Draconic creatures are first described in the mythologies of the ancient Near East and appear in ancient Mesopotamian art and literature
Dragon|dragon|Stories about storm-gods slaying giant serpents occur throughout nearly all Indo-European and Near Eastern mythologies
Dragon|dragon|Famous prototypical draconic creatures include the mušḫuššu of ancient Mesopotamia; Apep in Egyptian mythology; Vṛtra in the Rigveda; the Leviathan in the Hebrew Bible; Grand'Goule in the Poitou region in France; Python, Ladon, Wyvern, and the Lernaean Hydra in Greek mythology; Jörmungandr, Níðhöggr, and Fafnir in Norse mythology; and the dragon from Beowulf.
Dragon|dragon|The popular western image of a dragon is likely based on a conflation of earlier dragons from different traditions, and of inaccurate scribal drawings of snakes
Dragon|dragon|In western cultures, dragons are portrayed as monsters to be tamed or overcome, usually by saints or culture heroes, as in the popular legend of Saint George and the Dragon
Dragon|dragon|They are often said to have ravenous appetites and to live in caves, where they hoard treasure
Dragon|dragon|These dragons appear frequently in western fantasy literature, including The Hobbit by J
Dragon|dragon|R
Dragon|dragon|R
Dragon|dragon|Tolkien, the Harry Potter series by J
Dragon|dragon|K
Dragon|dragon|Rowling, and A Song of Ice and Fire by George R
Dragon|dragon|R
Dragon|dragon|Martin.
Dragon|dragon|"The word ""dragon"" has also come to be applied to the legendary creature in Chinese mythology, loong (traditional 龍, simplified 龙, Japanese simplified 竜, Pinyin lóng), which is associated with good fortune and is thought to have power over rain"
Dragon|dragon|Dragons and their associations with rain are the source of the Chinese customs of dragon dancing and dragon boat racing
Dragon|dragon|Many East Asian deities and demigods have dragons as their personal mounts or companions
Dragon|dragon|Dragons were also identified with the Emperor of China, who, during later Chinese imperial history, was the only one permitted to have dragons on his house, clothing, or personal articles.
Dragon|dragon|The impression of dragons in a large number of Asian countries has been influenced by Chinese culture, such as Korea, Vietnam, Japan and so on
Dragon|dragon|"Chinese tradition has always used the dragon totem as the national emblem, and the ""Yellow Dragon flag"" of the Qing Dynasty has influenced the impression that China is a dragon in many European countries"
Dragon|dragon|The white dragon of the flag of modern Bhutan is a very classic Chinese style dragon.Commonalities between dragons' traits are often a hybridization of feline, avian, and reptilian features, and may include
Dragon|dragon|snakelike features, reptilian scaly skin, four legs with three or four toes on each, spinal nodes running down the back, a tail, and a serrated jaw with rows of teeth
Dragon|dragon|Several modern scholars believe huge extinct or migrating crocodiles bear the closest resemblance, especially when encountered in forested or swampy areas, and are most likely the template of modern dragon imagery.
Dragon|dragon|The word dragon entered the English language in the early 13th century from Old French dragon, which in turn comes from Latin
Dragon|dragon|"draconem (nominative draco) meaning ""huge serpent, dragon"", from Ancient Greek δράκων, drákōn (genitive δράκοντος, drákontos) ""serpent, giant seafish"""
Dragon|dragon|The Greek and Latin term referred to any great serpent, not necessarily mythological
Dragon|dragon|"The Greek word δράκων is most likely derived from the Greek verb δέρκομαι (dérkomai) meaning ""I see"", the aorist form of which is ἔδρακον (édrakon)"
Dragon|dragon|"This is thought to have referred to something with a ""deadly glance,"" or unusually bright or ""sharp"" eyes, or because a snake's eyes appear to be always open; each eye actually sees through a big transparent scale in its eyelids, which are permanently shut"
Dragon|dragon|"The Greek word probably derives from an Indo-European base *derḱ- meaning ""to see""; the Sanskrit root दृश् (dr̥ś-) also means ""to see""."
Dragon|dragon|Draconic creatures appear in virtually all cultures around the globe
Dragon|dragon|Nonetheless, scholars dispute where the idea of a dragon originates from and a wide variety of hypotheses have been proposed.In his book An Instinct for Dragons (2000), anthropologist David E
Dragon|dragon|Jones suggests a hypothesis that humans, like monkeys, have inherited instinctive reactions to snakes, large cats, and birds of prey
Dragon|dragon|He cites a study which found that approximately 39 people in a hundred are afraid of snakes and notes that fear of snakes is especially prominent in children, even in areas where snakes are rare
Dragon|dragon|The earliest attested dragons all resemble snakes or have snakelike attributes
Dragon|dragon|Jones therefore concludes that dragons appear in nearly all cultures because humans have an innate fear of snakes and other animals that were major predators of humans' primate ancestors
Dragon|dragon|"Dragons are usually said to reside in ""dank caves, deep pools, wild mountain reaches, sea bottoms, haunted forests"", all places which would have been fraught with danger for early human ancestors.In her book The First Fossil Hunters"
Dragon|dragon|Dinosaurs, Mammoths, and Myth in Greek and Roman Times (2000), Adrienne Mayor argues that some stories of dragons may have been inspired by ancient discoveries of fossils belonging to dinosaurs and other prehistoric animals
Dragon|dragon|"She argues that the dragon lore of northern India may have been inspired by ""observations of oversized, extraordinary bones in the fossilbeds of the Siwalik Hills below the Himalayas"" and that ancient Greek artistic depictions of the Monster of Troy may have been influenced by fossils of Samotherium, an extinct species of giraffe whose fossils are common in the Mediterranean region"
Dragon|dragon|"In China, a region where fossils of large prehistoric animals are common, these remains are frequently identified as ""dragon bones"" and are commonly used in traditional Chinese medicine"
Dragon|dragon|"Mayor, however, is careful to point out that not all stories of dragons and giants are inspired by fossils and notes that Scandinavia has many stories of dragons and sea monsters, but has long ""been considered barren of large fossils."" In one of her later books, she states that ""Many dragon images around the world were based on folk knowledge or exaggerations of living reptiles, such as Komodo dragons, Gila monsters, iguanas, alligators, or, in California, alligator lizards, though this still fails to account for the Scandinavian legends, as no such animals (historical or otherwise) have ever been found in this region.""Robert Blust in The Origin Of Dragons (2000) argues that, like many other creations of traditional cultures, dragons are largely explicable as products of a convergence of rational pre-scientific speculation about the world of real events"
Dragon|dragon|In this case, the event is the natural mechanism governing rainfall and drought, with particular attention paid to the phenomenon of the rainbow.
Dragon|dragon|In Egyptian mythology, Apep is a giant serpentine creature who resides in the Duat, the Egyptian Underworld
Dragon|dragon|The Bremner-Rhind papyrus, written in around 310 BC, preserves an account of a much older Egyptian tradition that the setting of the sun is caused by Ra descending to the Duat to battle Apep
Dragon|dragon|In some accounts, Apep is as long as the height of eight men with a head made of flint
Dragon|dragon|Thunderstorms and earthquakes were thought to be caused by Apep's roar and solar eclipses were thought to be the result of Apep attacking Ra during the daytime
Dragon|dragon|In some myths, Apep is slain by the god Set
Dragon|dragon|Nehebkau is another giant serpent who guards the Duat and aided Ra in his battle against Apep
Dragon|dragon|Nehebkau was so massive in some stories that the entire earth was believed to rest atop his coils
Dragon|dragon|Denwen is a giant serpent mentioned in the Pyramid Texts whose body was made of fire and who ignited a conflagration that nearly destroyed all the gods of the Egyptian pantheon
Dragon|dragon|He was ultimately defeated by the Pharaoh, a victory which affirmed the Pharaoh's divine right to rule.The ouroboros was a well-known Egyptian symbol of a serpent swallowing its own tail
Dragon|dragon|"The precursor to the ouroboros was the ""Many-Faced"", a serpent with five heads, who, according to the Amduat, the oldest surviving Book of the Afterlife, was said to coil around the corpse of the sun god Ra protectively"
Dragon|dragon|"The earliest surviving depiction of a ""true"" ouroboros comes from the gilded shrines in the tomb of Tutankhamun"
Dragon|dragon|"In the early centuries AD, the ouroboros was adopted as a symbol by Gnostic Christians and chapter 136 of the Pistis Sophia, an early Gnostic text, describes ""a great dragon whose tail is in its mouth"""
Dragon|dragon|In medieval alchemy, the ouroboros became a typical western dragon with wings, legs, and a tail
Dragon|dragon|A famous image of the dragon gnawing on its tail from the eleventh-century Codex Marcianus was copied in numerous works on alchemy.
Dragon|dragon|Archaeologist Zhōu Chong-Fa believes that the Chinese word for dragon is an onomatopoeia of the sound of thunder or lùhng in Cantonese.The Chinese dragon (simplified Chinese
Dragon|dragon|龙; traditional Chinese
Dragon|dragon|龍; pinyin
Dragon|dragon|lóng) is the highest-ranking creature in the Chinese animal hierarchy
Dragon|dragon|"Its origins are vague, but its ""ancestors can be found on Neolithic pottery as well as Bronze Age ritual vessels."" A number of popular stories deal with the rearing of dragons"
Dragon|dragon|The Zuo zhuan, which was probably written during the Warring States period, describes a man named Dongfu, a descendant of Yangshu'an, who loved dragons and, because he could understand a dragon's will, he was able to tame them and raise them well
Dragon|dragon|"He served Emperor Shun, who gave him the family name Huanlong, meaning ""dragon-raiser"""
Dragon|dragon|In another story, Kongjia, the fourteenth emperor of the Xia dynasty, was given a male and a female dragon as a reward for his obedience to the god of heaven, but could not train them, so he hired a dragon-trainer named Liulei, who had learned how to train dragons from Huanlong
Dragon|dragon|One day, the female dragon died unexpectedly, so Liulei secretly chopped her up, cooked her meat, and served it to the king, who loved it so much that he demanded Liulei to serve him the same meal again
Dragon|dragon|Since Liulei had no means of procuring more dragon meat, he fled the palace.The image of the Chinese dragon was roughly established in the Shang and Zhou dynasties, but there was no great change for a long time
Dragon|dragon|In the Han Dynasty, Yinglong, as a symbol of feudal imperial power, frequently appeared in Royal Dragon vessels, which means that most of the dragon image designs used by the royal family in the Han Dynasty are Yinglong patterns.Yinglong is a winged dragon in ancient Chinese legend
Dragon|dragon|At present, the literature records of Yinglong's winged image can be tested from “Guangya（广雅）” during the Three Kingdoms period, but Yinglong's winged design has been found in bronze ware from the Shang and Zhou Dynasties to stone carvings, silk paintings and lacquerware of the Han Dynasty.The literature records of Yinglong can be traced back to the documents of the pre-Qin period, such as “Classic of Mountains and Seas”、“Chuci”and so on
Dragon|dragon|According to the records in “Classic of Mountains and Seas”,the Chinese mythology in 2200 years ago, Ying long had the main characteristics of later Chinese dragons - the power to control the sky and the noble mythical status.However, since the Tang and Song Dynasties, the image of the real dragon symbolizing China's imperial power was no longer the Yinglong with wings, but the common wingless Yellow Dragon in modern times.For the evolution of Yinglong and Huanglong(Yellow Dragon）, Scholar Chen Zheng proposed in “Yinglong - the origin of the image of the real dragon” that from the middle of the Zhou Dynasty, Yinglong's wings gradually became the form of flame pattern and cloud pattern at the dragon's shoulder in artistic creation, which derived the wingeless long snake shape
Dragon|dragon|The image of Huanglong was used together with the winged Yinglong
Dragon|dragon|Since then, with a series of wars, Chinese civilization suffered heavy losses, resulting in the forgetting of the image of winged Yinglong, and the image of wingless Yellow Dragon replaced the original Yinglong and became the real dragon symbolizing China's imperial power.On this basis, scholars Xiao Congrong put forward that the simplified artistic creation of Ying Long's wings by Chinese ancestors is a continuous process, that is, the simplification of dragon's wings is an irreversible trend
Dragon|dragon|"Xiao Congrong believes that the phenomenon of ""Yellow Dragon"" Replacing ""Ying Long"" can not be avoided regardless of whether Chinese civilization has suffered disaster or not.One of the most famous dragon stories is about the Lord Ye Gao, who loved dragons obsessively, even though he had never seen one"
Dragon|dragon|He decorated his whole house with dragon motifs and, seeing this display of admiration, a real dragon came and visited Ye Gao, but the lord was so terrified at the sight of the creature that he ran away
Dragon|dragon|In Chinese legend, the culture hero Fu Hsi is said to have been crossing the Lo River, when he saw the lung ma, a Chinese horse-dragon with seven dots on its face, six on its back, eight on its left flank, and nine on its right flank
Dragon|dragon|He was so moved by this apparition that, when he arrived home, he drew a picture of it, including the dots
Dragon|dragon|He later used these dots as letters and invented Chinese writing, which he used to write his book I Ching
Dragon|dragon|In another Chinese legend, the physician Ma Shih Huang is said to have healed a sick dragon
Dragon|dragon|Another legend reports that a man once came to the healer Lo Chên-jen, telling him that he was a dragon and that he needed to be healed
Dragon|dragon|After Lo Chên-jen healed the man, a dragon appeared to him and carried him to heaven.In the Shanhaijing, a classic mythography probably compiled mostly during the Han dynasty, various deities and demigods are associated with dragons
Dragon|dragon|"One of the most famous Chinese dragons is Ying Long (""responding dragon""), who helped the Huangdi, the Yellow Emperor, defeat the tyrant Chiyou"
Dragon|dragon|"The dragon Zhulong (""torch dragon"") is a god ""who composed the universe with his body."" In the Shanhaijing, many mythic heroes are said to have been conceived after their mothers copulated with divine dragons, including Huangdi, Shennong, Emperor Yao, and Emperor Shun"
Dragon|dragon|The god Zhurong and the emperor Qi are both described as being carried by two dragons, as are Huangdi, Zhuanxu, Yuqiang, and Roshou in various other texts
Dragon|dragon|According to the Huainanzi, an evil black dragon once caused a destructive deluge, which was ended by the mother goddess Nüwa by slaying the dragon.
Dragon|dragon|A large number of ethnic myths about dragons are told throughout China
