page_title|card|sentence
Water|water|However, as invertebrate life evolved in an aquatic habitat most have little or no specialization for respiration in water.
Water|water|Civilization has historically flourished around rivers and major waterways; Mesopotamia, the so-called cradle of civilization, was situated between the major rivers Tigris and Euphrates; the ancient society of the Egyptians depended entirely upon the Nile
Water|water|The early Indus Valley Civilization (c
Water|water|3300 BCE to 1300 BCE) developed along the Indus River and tributaries that flowed out of the Himalayas
Water|water|Rome was also founded on the banks of the Italian river Tiber
Water|water|Large metropolises like Rotterdam, London, Montreal, Paris, New York City, Buenos Aires, Shanghai, Tokyo, Chicago, and Hong Kong owe their success in part to their easy accessibility via water and the resultant expansion of trade
Water|water|Islands with safe water ports, like Singapore, have flourished for the same reason
Water|water|In places such as North Africa and the Middle East, where water is more scarce, access to clean drinking water was and is a major factor in human development.
Water|water|Water fit for human consumption is called drinking water or potable water
Water|water|Water that is not potable may be made potable by filtration or distillation, or by a range of other methods
Water|water|"More than 660 million people do not have access to safe drinking water.Water that is not fit for drinking but is not harmful to humans when used for swimming or bathing is called by various names other than potable or drinking water, and is sometimes called safe water, or ""safe for bathing"""
Water|water|Chlorine is a skin and mucous membrane irritant that is used to make water safe for bathing or drinking
Water|water|Its use is highly technical and is usually monitored by government regulations (typically 1 part per million (ppm) for drinking water, and 1–2 ppm of chlorine not yet reacted with impurities for bathing water)
Water|water|Water for bathing may be maintained in satisfactory microbiological condition using chemical disinfectants such as chlorine or ozone or by the use of ultraviolet light.
Water|water|Water reclamation is the process of converting wastewater (most commonly sewage, also called municipal wastewater) into water that can be reused for other purposes
Water|water|Freshwater is a renewable resource, recirculated by the natural hydrologic cycle, but pressures over access to it result from the naturally uneven distribution in space and time, growing economic demands by agriculture and industry, and rising populations
Water|water|Currently, nearly a billion people around the world lack access to safe, affordable water
Water|water|In 2000, the United Nations established the Millennium Development Goals for water to halve by 2015 the proportion of people worldwide without access to safe water and sanitation
Water|water|Progress toward that goal was uneven, and in 2015 the UN committed to the Sustainable Development Goals of achieving universal access to safe and affordable water and sanitation by 2030
Water|water|Poor water quality and bad sanitation are deadly; some five million deaths a year are caused by water-related diseases
Water|water|The World Health Organization estimates that safe water could prevent 1.4 million child deaths from diarrhoea each year.In developing countries, 90% of all municipal wastewater still goes untreated into local rivers and streams
Water|water|Some 50 countries, with roughly a third of the world's population, also suffer from medium or high water scarcity and 17 of these extract more water annually than is recharged through their natural water cycles
Water|water|The strain not only affects surface freshwater bodies like rivers and lakes, but it also degrades groundwater resources.
Water|water|The most substantial human use of water is for agriculture, including irrigated agriculture, which accounts for as much as 80 to 90 percent of total human water consumption
Water|water|"In the United States, 42% of freshwater withdrawn for use is for irrigation, but the vast majority of water ""consumed"" (used and not returned to the environment) goes to agriculture.Access to fresh water is often taken for granted, especially in developed countries that have build sophisticated water systems for collecting, purifying, and delivering water, and removing wastewater"
Water|water|But growing economic, demographic, and climatic pressures are increasing concerns about water issues, leading to increasing competition for fixed water resources, giving rise to the concept of peak water
Water|water|As populations and economies continue to grow, consumption of water-thirsty meat expands, and new demands rise for biofuels or new water-intensive industries, new water challenges are likely.An assessment of water management in agriculture was conducted in 2007 by the International Water Management Institute in Sri Lanka to see if the world had sufficient water to provide food for its growing population
Water|water|It assessed the current availability of water for agriculture on a global scale and mapped out locations suffering from water scarcity
Water|water|It found that a fifth of the world's people, more than 1.2 billion, live in areas of physical water scarcity, where there is not enough water to meet all demands
Water|water|A further 1.6 billion people live in areas experiencing economic water scarcity, where the lack of investment in water or insufficient human capacity make it impossible for authorities to satisfy the demand for water
Water|water|The report found that it would be possible to produce the food required in the future, but that continuation of today's food production and environmental trends would lead to crises in many parts of the world
Water|water|To avoid a global water crisis, farmers will have to strive to increase productivity to meet growing demands for food, while industries and cities find ways to use water more efficiently.Water scarcity is also caused by production of water intensive products
Water|water|For example, cotton
Water|water|1 kg of cotton—equivalent of a pair of jeans—requires 10.9 cubic meters (380 cu ft) water to produce
Water|water|While cotton accounts for 2.4% of world water use, the water is consumed in regions that are already at a risk of water shortage
Water|water|Significant environmental damage has been caused
Water|water|for example, the diversion of water by the former Soviet Union from the Amu Darya and Syr Darya rivers to produce cotton was largely responsible for the disappearance of the Aral Sea.
Water|water|"On 7 April 1795, the gram was defined in France to be equal to ""the absolute weight of a volume of pure water equal to a cube of one-hundredth of a meter, and at the temperature of melting ice"""
Water|water|For practical purposes though, a metallic reference standard was required, one thousand times more massive, the kilogram
Water|water|Work was therefore commissioned to determine precisely the mass of one liter of water
Water|water|In spite of the fact that the decreed definition of the gram specified water at 0 °C (32 °F)—a highly reproducible temperature—the scientists chose to redefine the standard and to perform their measurements at the temperature of highest water density, which was measured at the time as 4 °C (39 °F).The Kelvin temperature scale of the SI system was based on the triple point of water, defined as exactly 273.16 K (0.01 °C; 32.02 °F), but as of May 2019 is based on the Boltzmann constant instead
Water|water|The scale is an absolute temperature scale with the same increment as the Celsius temperature scale, which was originally defined according to the boiling point (set to 100 °C (212 °F)) and melting point (set to 0 °C (32 °F)) of water.
Water|water|Natural water consists mainly of the isotopes hydrogen-1 and oxygen-16, but there is also a small quantity of heavier isotopes oxygen-18, oxygen-17, and hydrogen-2 (deuterium)
Water|water|The percentage of the heavier isotopes is very small, but it still affects the properties of water
Water|water|Water from rivers and lakes tends to contain less heavy isotopes than seawater
Water|water|Therefore, standard water is defined in the Vienna Standard Mean Ocean Water specification.
Water|water|The human body contains from 55% to 78% water, depending on body size
Water|water|To function properly, the body requires between one and seven liters (0.22 and 1.54 imp gal; 0.26 and 1.85 U.S
Water|water|gal) of water per day to avoid dehydration; the precise amount depends on the level of activity, temperature, humidity, and other factors
Water|water|Most of this is ingested through foods or beverages other than drinking straight water
Water|water|It is not clear how much water intake is needed by healthy people, though the British Dietetic Association advises that 2.5 liters of total water daily is the minimum to maintain proper hydration, including 1.8 liters (6 to 7 glasses) obtained directly from beverages
Water|water|Medical literature favors a lower consumption, typically 1 liter of water for an average male, excluding extra requirements due to fluid loss from exercise or warm weather.Healthy kidneys can excrete 0.8 to 1 liter of water per hour, but stress such as exercise can reduce this amount
Water|water|People can drink far more water than necessary while exercising, putting them at risk of water intoxication (hyperhydration), which can be fatal
Water|water|"The popular claim that ""a person should consume eight glasses of water per day"" seems to have no real basis in science"
Water|water|Studies have shown that extra water intake, especially up to 500 milliliters (18 imp fl oz; 17 U.S
Water|water|fl oz) at mealtime was associated with weight loss
Water|water|Adequate fluid intake is helpful in preventing constipation.
Water|water|An original recommendation for water intake in 1945 by the Food and Nutrition Board of the United States National Research Council read
Water|water|"""An ordinary standard for diverse persons is 1 milliliter for each calorie of food"
Water|water|"Most of this quantity is contained in prepared foods."" The latest dietary reference intake report by the United States National Research Council in general recommended, based on the median total water intake from US survey data (including food sources)"
Water|water|3.7 liters (0.81 imp gal; 0.98 U.S
Water|water|gal) for men and 2.7 liters (0.59 imp gal; 0.71 U.S
Water|water|gal) of water total for women, noting that water contained in food provided approximately 19% of total water intake in the survey.Specifically, pregnant and breastfeeding women need additional fluids to stay hydrated
Water|water|The Institute of Medicine (US) recommends that, on average, men consume 3 liters (0.66 imp gal; 0.79 U.S
Water|water|gal) and women 2.2 liters (0.48 imp gal; 0.58 U.S
Water|water|gal); pregnant women should increase intake to 2.4 liters (0.53 imp gal; 0.63 U.S
Water|water|gal) and breastfeeding women should get 3 liters (12 cups), since an especially large amount of fluid is lost during nursing
Water|water|Also noted is that normally, about 20% of water intake comes from food, while the rest comes from drinking water and beverages (caffeinated included)
Water|water|Water is excreted from the body in multiple forms; through urine and feces, through sweating, and by exhalation of water vapor in the breath
Water|water|With physical exertion and heat exposure, water loss will increase and daily fluid needs may increase as well.
Water|water|Humans require water with few impurities
Water|water|Common impurities include metal salts and oxides, including copper, iron, calcium and lead, and/or harmful bacteria, such as Vibrio
Water|water|Some solutes are acceptable and even desirable for taste enhancement and to provide needed electrolytes.The single largest (by volume) freshwater resource suitable for drinking is Lake Baikal in Siberia.
Water|water|The propensity of water to form solutions and emulsions is useful in various washing processes
Water|water|Washing is also an important component of several aspects of personal body hygiene
Water|water|Most of the personal water use is due to showering, doing the laundry and dishwashing, reaching hundreds of liters per day per person in developed countries.
Water|water|Water is widely used in chemical reactions as a solvent or reactant and less commonly as a solute or catalyst
Water|water|In inorganic reactions, water is a common solvent, dissolving many ionic compounds, as well as other polar compounds such as ammonia and compounds closely related to water
Water|water|In organic reactions, it is not usually used as a reaction solvent, because it does not dissolve the reactants well and is amphoteric (acidic and basic) and nucleophilic
Water|water|Nevertheless, these properties are sometimes desirable
Water|water|Also, acceleration of Diels-Alder reactions by water has been observed
Water|water|Supercritical water has recently been a topic of research
Water|water|Oxygen-saturated supercritical water combusts organic pollutants efficiently
Water|water|Water vapor is used for some processes in the chemical industry
Water|water|An example is the production of acrylic acid from acrolein, propylene and propane
Water|water|The possible effect of water in these reactions includes the physical-, chemical interaction of water with the catalyst and the chemical reaction of water with the reaction intermediates.
Water|water|Water and steam are a common fluid used for heat exchange, due to its availability and high heat capacity, both for cooling and heating
Water|water|Cool water may even be naturally available from a lake or the sea
Water|water|It's especially effective to transport heat through vaporization and condensation of water because of its large latent heat of vaporization
Water|water|A disadvantage is that metals commonly found in industries such as steel and copper are oxidized faster by untreated water and steam
Water|water|In almost all thermal power stations, water is used as the working fluid (used in a closed-loop between boiler, steam turbine, and condenser), and the coolant (used to exchange the waste heat to a water body or carry it away by evaporation in a cooling tower)
Water|water|In the United States, cooling power plants is the largest use of water.In the nuclear power industry, water can also be used as a neutron moderator
Water|water|In most nuclear reactors, water is both a coolant and a moderator
Water|water|This provides something of a passive safety measure, as removing the water from the reactor also slows the nuclear reaction down
Water|water|However other methods are favored for stopping a reaction and it is preferred to keep the nuclear core covered with water so as to ensure adequate cooling.
Water|water|Water has a high heat of vaporization and is relatively inert, which makes it a good fire extinguishing fluid
Water|water|The evaporation of water carries heat away from the fire
Water|water|It is dangerous to use water on fires involving oils and organic solvents because many organic materials float on water and the water tends to spread the burning liquid.
Water|water|The power of such explosions was seen in the Chernobyl disaster, although the water involved in this case did not come from fire-fighting but from the reactor's own water cooling system
Water|water|A steam explosion occurred when the extreme overheating of the core caused water to flash into steam
Water|water|A hydrogen explosion may have occurred as a result of a reaction between steam and hot zirconium.
Water|water|Some metallic oxides, most notably those of alkali metals and alkaline earth metals, produce so much heat on reaction with water that a fire hazard can develop
Water|water|The alkaline earth oxide quicklime is a mass-produced substance that is often transported in paper bags
Water|water|If these are soaked through, they may ignite as their contents react with water.
Water|water|Humans use water for many recreational purposes, as well as for exercising and for sports
Water|water|Some of these include swimming, waterskiing, boating, surfing and diving
Water|water|In addition, some sports, like ice hockey and ice skating, are played on ice
Water|water|Lakesides, beaches and water parks are popular places for people to go to relax and enjoy recreation
Water|water|Many find the sound and appearance of flowing water to be calming, and fountains and other water features are popular decorations
Water|water|Some keep fish and other flora and fauna inside aquariums or ponds for show, fun, and companionship
Water|water|Humans also use water for snow sports i.e
Water|water|skiing, sledding, snowmobiling or snowboarding, which require the water to be frozen.
Water|water|The water industry provides drinking water and wastewater services (including sewage treatment) to households and industry
Water|water|Water supply facilities include water wells, cisterns for rainwater harvesting, water supply networks, and water purification facilities, water tanks, water towers, water pipes including old aqueducts
Water|water|Atmospheric water generators are in development.
Water|water|Drinking water is often collected at springs, extracted from artificial borings (wells) in the ground, or pumped from lakes and rivers
Water|water|Building more wells in adequate places is thus a possible way to produce more water, assuming the aquifers can supply an adequate flow
Water|water|Other water sources include rainwater collection
Water|water|Water may require purification for human consumption
Water|water|This may involve the removal of undissolved substances, dissolved substances and harmful microbes
Water|water|Popular methods are filtering with sand which only removes undissolved material, while chlorination and boiling kill harmful microbes
Water|water|Distillation does all three functions
Water|water|More advanced techniques exist, such as reverse osmosis
Water|water|Desalination of abundant seawater is a more expensive solution used in coastal arid climates.
Water|water|The distribution of drinking water is done through municipal water systems, tanker delivery or as bottled water
Water|water|Governments in many countries have programs to distribute water to the needy at no charge.
Water|water|Reducing usage by using drinking (potable) water only for human consumption is another option
Water|water|In some cities such as Hong Kong, seawater is extensively used for flushing toilets citywide in order to conserve freshwater resources.
Water|water|Polluting water may be the biggest single misuse of water; to the extent that a pollutant limits other uses of the water, it becomes a waste of the resource, regardless of benefits to the polluter
Water|water|Like other types of pollution, this does not enter standard accounting of market costs, being conceived as externalities for which the market cannot account
Water|water|Thus other people pay the price of water pollution, while the private firms' profits are not redistributed to the local population, victims of this pollution
Water|water|Pharmaceuticals consumed by humans often end up in the waterways and can have detrimental effects on aquatic life if they bioaccumulate and if they are not biodegradable.
Water|water|Municipal and industrial wastewater are typically treated at wastewater treatment plants
Water|water|Mitigation of polluted surface runoff is addressed through a variety of prevention and treatment techniques
Water|water|(See Surface runoff#Mitigation and treatment.)
Water|water|Many industrial processes rely on reactions using chemicals dissolved in water, suspension of solids in water slurries or using water to dissolve and extract substances, or to wash products or process equipment
Water|water|Processes such as mining, chemical pulping, pulp bleaching, paper manufacturing, textile production, dyeing, printing, and cooling of power plants use large amounts of water, requiring a dedicated water source, and often cause significant water pollution.
Water|water|Water is used in power generation
Water|water|Hydroelectricity is electricity obtained from hydropower
Water|water|Hydroelectric power comes from water driving a water turbine connected to a generator
Water|water|Hydroelectricity is a low-cost, non-polluting, renewable energy source
Water|water|The energy is supplied by the motion of water
Water|water|Typically a dam is constructed on a river, creating an artificial lake behind it
Water|water|Water flowing out of the lake is forced through turbines that turn generators.
Water|water|Pressurized water is used in water blasting and water jet cutters
Water|water|Also, high pressure water guns are used for precise cutting
Water|water|It works very well, is relatively safe, and is not harmful to the environment
Water|water|It is also used in the cooling of machinery to prevent overheating, or prevent saw blades from overheating.
Water|water|Water is also used in many industrial processes and machines, such as the steam turbine and heat exchanger, in addition to its use as a chemical solvent
Water|water|Discharge of untreated water from industrial uses is pollution
Water|water|Pollution includes discharged solutes (chemical pollution) and discharged coolant water (thermal pollution)
Water|water|Industry requires pure water for many applications and utilizes a variety of purification techniques both in water supply and discharge.
Water|water|Boiling, steaming, and simmering are popular cooking methods that often require immersing food in water or its gaseous state, steam
Water|water|Water is also used for dishwashing
Water|water|Water also plays many critical roles within the field of food science.
Water|water|Solutes such as salts and sugars found in water affect the physical properties of water
Water|water|The boiling and freezing points of water are affected by solutes, as well as air pressure, which is in turn affected by altitude
Water|water|Water boils at lower temperatures with the lower air pressure that occurs at higher elevations
Water|water|One mole of sucrose (sugar) per kilogram of water raises the boiling point of water by 0.51 °C (0.918 °F), and one mole of salt per kg raises the boiling point by 1.02 °C (1.836 °F); similarly, increasing the number of dissolved particles lowers water's freezing point.Solutes in water also affect water activity that affects many chemical reactions and the growth of microbes in food
Water|water|Water activity can be described as a ratio of the vapor pressure of water in a solution to the vapor pressure of pure water
Water|water|Solutes in water lower water activity—this is important to know because most bacterial growth ceases at low levels of water activity
Water|water|Not only does microbial growth affect the safety of food, but also the preservation and shelf life of food.
Water|water|Water hardness is also a critical factor in food processing and may be altered or treated by using a chemical ion exchange system
Water|water|It can dramatically affect the quality of a product, as well as playing a role in sanitation
Water|water|Water hardness is classified based on concentration of calcium carbonate the water contains
Water|water|Water is classified as soft if it contains less than 100 mg/l (UK) or less than 60 mg/l (US).According to a report published by the Water Footprint organization in 2010, a single kilogram of beef requires 15 thousand liters (3.3×10^3 imp gal; 4.0×10^3 U.S
Water|water|gal) of water; however, the authors also make clear that this is a global average and circumstantial factors determine the amount of water used in beef production.
Water|water|Much of the universe's water is produced as a byproduct of star formation
Water|water|The formation of stars is accompanied by a strong outward wind of gas and dust
Water|water|When this outflow of material eventually impacts the surrounding gas, the shock waves that are created compress and heat the gas
Water|water|"The water observed is quickly produced in this warm dense gas.On 22 July 2011, a report described the discovery of a gigantic cloud of water vapor containing ""140 trillion times more water than all of Earth's oceans combined"" around a quasar located 12 billion light years from Earth"
Water|water|"According to the researchers, the ""discovery shows that water has been prevalent in the universe for nearly its entire existence"".Water has been detected in interstellar clouds within our galaxy, the Milky Way"
Water|water|Water probably exists in abundance in other galaxies, too, because its components, hydrogen, and oxygen, are among the most abundant elements in the universe
Water|water|Based on models of the formation and evolution of the Solar System and that of other star systems, most other planetary systems are likely to have similar ingredients.
Water|water|Atmosphere of the Sun
Water|water|in detectable trace amounts
Water|water|Atmosphere of Mercury
Water|water|3.4%, and large amounts of water in Mercury's exosphere
Water|water|Atmosphere of Venus
Water|water|0.002%
Water|water|Earth's atmosphere
Water|water|≈0.40% over full atmosphere, typically 1–4% at surface; as well as that of the Moon in trace amounts
Water|water|Atmosphere of Mars
Water|water|0.03%
Water|water|Atmosphere of Jupiter
Water|water|0.0004% – in ices only; and that of its moon Europa
Water|water|Atmosphere of Saturn – in ices only; Enceladus
Water|water|91% and Dione (exosphere)
Water|water|Extrasolar planet atmospheres
Water|water|including those of HD 189733 b and HD 209458 b, Tau Boötis b, HAT-P-11b, XO-1b, WASP-12b, WASP-17b, and WASP-19b.
Water|water|Stellar atmospheres
Water|water|not limited to cooler stars and even detected in giant hot stars such as Betelgeuse, Mu Cephei, Antares and Arcturus.
Water|water|Circumstellar disks
Water|water|including those of more than half of T Tauri stars such as AA Tauri as well as TW Hydrae, IRC +10216 and APM 08279+5255, VY Canis Majoris and S Persei.
Water|water|Liquid water is present on Earth, covering 71% of its surface
Water|water|Liquid water is also occasionally present in small amounts on Mars
Water|water|Scientists believe liquid water is present in the Saturnian moons of Enceladus, as a 10-kilometre thick ocean approximately 30–40 kilometres below Enceladus' south polar surface, and Titan, as a subsurface layer, possibly mixed with ammonia
Water|water|Jupiter's moon Europa has surface characteristics which suggest a subsurface liquid water ocean
Water|water|Liquid water may also exist on Jupiter's moon Ganymede as a layer sandwiched between high pressure ice and rock.
Water|water|Mars
Water|water|under the regolith and at the poles.
Water|water|Earth–Moon system
Water|water|mainly as ice sheets on Earth and in Lunar craters and volcanic rocks NASA reported the detection of water molecules by NASA's Moon Mineralogy Mapper aboard the Indian Space Research Organization's Chandrayaan-1 spacecraft in September 2009.
Water|water|Jupiter's moons
Water|water|Europa's surface and also that of Ganymede and Callisto
Water|water|Saturn
Water|water|in the planet's ring system and on the surface and mantle of Titan and Enceladus
Water|water|The existence of liquid water, and to a lesser extent its gaseous and solid forms, on Earth are vital to the existence of life on Earth as we know it
Water|water|The Earth is located in the habitable zone of the Solar System; if it were slightly closer to or farther from the Sun (about 5%, or about 8 million kilometers), the conditions which allow the three forms to be present simultaneously would be far less likely to exist.Earth's gravity allows it to hold an atmosphere
Water|water|Water vapor and carbon dioxide in the atmosphere provide a temperature buffer (greenhouse effect) which helps maintain a relatively steady surface temperature
Water|water|If Earth were smaller, a thinner atmosphere would allow temperature extremes, thus preventing the accumulation of water except in polar ice caps (as on Mars).The surface temperature of Earth has been relatively constant through geologic time despite varying levels of incoming solar radiation (insolation), indicating that a dynamic process governs Earth's temperature via a combination of greenhouse gases and surface or atmospheric albedo
Water|water|This proposal is known as the Gaia hypothesis.The state of water on a planet depends on ambient pressure, which is determined by the planet's gravity
Water|water|If a planet is sufficiently massive, the water on it may be solid even at high temperatures, because of the high pressure caused by gravity, as it was observed on exoplanets Gliese 436 b and GJ 1214 b.
Water|water|Water politics is politics affected by water and water resources
Water|water|For this reason, water is a strategic resource in the globe and an important element in many political conflicts
Water|water|It causes health impacts and damage to biodiversity.
Water|water|Access to safe drinking water has improved over the last decades in almost every part of the world, but approximately one billion people still lack access to safe water and over 2.5 billion lack access to adequate sanitation
Water|water|However, some observers have estimated that by 2025 more than half of the world population will be facing water-based vulnerability
Water|water|A report, issued in November 2009, suggests that by 2030, in some developing regions of the world, water demand will exceed supply by 50%.1.6 billion people have gained access to a safe water source since 1990
Water|water|"The proportion of people in developing countries with access to safe water is calculated to have improved from 30% in 1970 to 71% in 1990, 79% in 2000 and 84% in 2004.A 2006 United Nations report stated that ""there is enough water for everyone"", but that access to it is hampered by mismanagement and corruption"
Water|water|In addition, global initiatives to improve the efficiency of aid delivery, such as the Paris Declaration on Aid Effectiveness, have not been taken up by water sector donors as effectively as they have in education and health, potentially leaving multiple donors working on overlapping projects and recipient governments without empowerment to act.The authors of the 2007 Comprehensive Assessment of Water Management in Agriculture cited poor governance as one reason for some forms of water scarcity
Water|water|Water governance is the set of formal and informal processes through which decisions related to water management are made
Water|water|Good water governance is primarily about knowing what processes work best in a particular physical and socioeconomic context
Water|water|Mistakes have sometimes been made by trying to apply 'blueprints' that work in the developed world to developing world locations and contexts
Water|water|The Mekong river is one example; a review by the International Water Management Institute of policies in six countries that rely on the Mekong river for water found that thorough and transparent cost-benefit analyses and environmental impact assessments were rarely undertaken
Water|water|They also discovered that Cambodia's draft water law was much more complex than it needed to be.The UN World Water Development Report (WWDR, 2003) from the World Water Assessment Program indicates that, in the next 20 years, the quantity of water available to everyone is predicted to decrease by 30%
Water|water|40% of the world's inhabitants currently have insufficient fresh water for minimal hygiene
Water|water|More than 2.2 million people died in 2000 from waterborne diseases (related to the consumption of contaminated water) or drought
Water|water|In 2004, the UK charity WaterAid reported that a child dies every 15 seconds from easily preventable water-related diseases; often this means lack of sewage disposal.Organizations concerned with water protection include the International Water Association (IWA), WaterAid, Water 1st, and the American Water Resources Association
Water|water|The International Water Management Institute undertakes projects with the aim of using effective water management to reduce poverty
Water|water|Water related conventions are United Nations Convention to Combat Desertification (UNCCD), International Convention for the Prevention of Pollution from Ships, United Nations Convention on the Law of the Sea and Ramsar Convention
Water|water|World Day for Water takes place on 22 March and World Oceans Day on 8 June.
Water|water|Water is considered a purifier in most religions
Water|water|Faiths that incorporate ritual washing (ablution) include Christianity, Hinduism, Islam, Judaism, the Rastafari movement, Shinto, Taoism, and Wicca
Water|water|Immersion (or aspersion or affusion) of a person in water is a central sacrament of Christianity (where it is called baptism); it is also a part of the practice of other religions, including Islam (Ghusl), Judaism (mikvah) and Sikhism (Amrit Sanskar)
Water|water|In addition, a ritual bath in pure water is performed for the dead in many religions including Islam and Judaism
Water|water|In Islam, the five daily prayers can be done in most cases after washing certain parts of the body using clean water (wudu), unless water is unavailable (see Tayammum)
Water|water|In Shinto, water is used in almost all rituals to cleanse a person or an area (e.g., in the ritual of misogi).
Water|water|The Ancient Greek philosopher Empedocles saw  water as one of the four classical elements (along with fire, earth, and air), and regarded it as an ylem, or basic substance of the universe
Water|water|Thales, whom  Aristotle portrayed as an astronomer and an engineer, theorized that the earth, which is denser than water, emerged from the water
Water|water|Thales, a monist, believed further that all things are made from water
Water|water|Plato believed that the shape of water is an icosahedron - thus explaining why it flows easily compared to the cube-shaped earth.The theory of the four bodily humors associated water with phlegm, as being cold and moist
Water|water|The  classical element of water was also one of the five elements in traditional Chinese philosophy (along with earth, fire, wood, and metal).
Water|water|Some traditional and popular  Asian philosophical systems take water as a role-model
Water|water|"James Legge's 1891 translation of the Dao De Jing states, ""The highest excellence is like (that of) water"
Water|water|The excellence of water appears in its benefiting all things, and in its occupying, without striving (to the contrary), the low place which all men dislike
Water|water|"Hence (its way) is near to (that of) the Tao"" and ""There is nothing in the world more soft and weak than water, and yet for attacking things that are firm and strong there is nothing that can take precedence of it—for there is nothing (so effectual) for which it can be changed."" Guanzi in the ""Shui di"" 水地 chapter further elaborates on the symbolism of water, proclaiming that ""man is water"" and attributing natural qualities of the people of different Chinese regions to the character of local water resources."
Water|water|"""Living water"" features in Germanic and Slavic folktales as a means of bringing the dead back to life"
Water|water|"Note the Grimm fairy-tale (""The Water of Life"") and the Russian dichotomy of living and dead water dead water)"
Water|water|The Fountain of Youth represents a related concept of  magical waters allegedly preventing aging.
Water|water|Painter and activist Fredericka Foster curated The Value of Water, at the Cathedral of St
Water|water|John the Divine in New York City,  which anchored a year long initiative by the Cathedral on our dependence on water
Water|water|The largest exhibition to ever appear at the Cathedral, it featured over forty artists, including Jenny Holzer, Robert Longo, Mark Rothko, William Kentridge, April Gornik, Kiki Smith, Pat Steir, William Kentridge, Alice Dalton Brown, Teresita Fernandez and Bill Viola
Water|water|Foster created Think About Water, an ecological collective of artists who use water as their subject or medium
Water|water|Members include Basia Irland, Aviva Rahmani, Betsy Damon, Diane Burko, Leila Daw, Stacy Levy, Charlotte Coté, Meridel Rubenstein, Stacy Levy, Anna Macleod, and Aviva Rahmani.
Water|water|Water's technically correct but rarely used chemical name, dihydrogen monoxide, has been used in a series of hoaxes and pranks that mock scientific illiteracy
Water|water|This began in 1983, when an April Fools' Day article appeared in a newspaper in Durand, Michigan
Water|water|The false story consisted of safety concerns about the substance.
Water|water|The Water Conflict Chronology
Water|water|Water Conflict Database
Aquaphobia|water|Aquaphobia (from Latin  aqua 'water', and Ancient Greek  φόβος (phóbos) 'fear') is an irrational fear of water.Aquaphobia is considered a Specific Phobia of natural environment type in the Diagnostic and Statistical Manual of Mental Disorders
Aquaphobia|water|A specific phobia is an intense fear of something that poses little or no actual danger.
Aquaphobia|water|"The correct Greek-derived term for ""water-fear"" is hydrophobia, from ὕδωρ (hudōr), ""water"" and φόβος (phobos), ""fear"""
Aquaphobia|water|However, this word has long been used in English to refer specifically to a symptom of later-stage rabies, which manifests itself in humans as difficulty in swallowing, fear when presented with liquids to drink, and an inability to quench one's thirst.
Aquaphobia|water|"A study of epidemiological data from 22 low, lower-middle, upper-middle and high-income countries revealed ""fear of still water or weather events"" had a prevalence of 2.3%, across all countries; in the US the prevalence was 4.3%"
Aquaphobia|water|In an article on anxiety disorders, Lindal and Stefansson suggest that aquaphobia may affect as many as 1.8% of the general Icelandic population, or almost one in fifty people
Aquaphobia|water|In America, 46% of American adults are afraid of deep water in pools and 64% are afraid of deep open waters.
Aquaphobia|water|Specific phobias are a type of anxiety disorder in which a person may feel extremely anxious or has a panic attack when exposed to the object of fear
Aquaphobia|water|Specific phobias are a common mental disorder.Psychologists indicate that aquaphobia manifests itself in people through a combination of experiential and genetic factors
Aquaphobia|water|Five common causes of aquaphobia
Aquaphobia|water|instinctive fear of drowning, experienced an incident of personal horror, has an overprotective parent/parent with aquaphobia, psychological difficulty adjusting to water and lack of trust in water
Aquaphobia|water|"In the case of a 37 year old media professor, he noted that his fear initially presented itself as a, ""severe pain, accompanied by a tightness of his forehead,"" and a choking sensation, discrete panic attacks and a reduction in his intake of fluids."
Aquaphobia|water|Physical Symptoms
Aquaphobia|water|trembling, hot flushes or chills, pain or tightness in chest, butterflies in stomach, feeling faint, dry mouth, ringing in ears, confusion
Aquaphobia|water|Psychological Symptoms
Aquaphobia|water|feeling fear of losing control, fainting, dread and dying.
Aquaphobia|water|Hypnosis and Systematic Desensitization - 28 year old female, aquaphobia from childhood, hypnosis and systematic desensitization in an 8-week 5-session program, 2-month and 1-year follow up
Aquaphobia|water|37 year old male, 10 years of extreme aquaphobia (could not even drink water), 6 sessions of hypnotherapy, therapy was successful, no relapse and 6 month follow up.
Mpemba effect|water|The Mpemba effect is the name given to the observation that a liquid (typically water) which is initially hot can freeze faster than the same liquid which begins cold, under otherwise similar conditions
Mpemba effect|water|There is disagreement about its theoretical basis and the parameters required to produce the effect.The Mpemba effect is named after Tanzanian schoolboy Erasto Bartholomeo Mpemba (born 1950) whose story of it in 1963 became highly popularized
Mpemba effect|water|The discovery and noted observations of it, however, originate in ancient times, having been said by Aristotle to be common knowledge.
Mpemba effect|water|"The phenomenon, when taken to mean ""hot water freezes faster than cold"", is difficult to reproduce or confirm because this statement is ill-defined"
Mpemba effect|water|Monwhea Jeng proposes a more precise wording:
Mpemba effect|water|"However, even with this definition it is not clear whether ""freezing"" refers to the point at which water forms a visible surface layer of ice, the point at which the entire volume of water becomes a solid block of ice, or when the water reaches 0 °C (32 °F)"
Mpemba effect|water|A quantity of water can be at 0 °C (32 °F) and not be ice; after enough heat has been removed to reach 0 °C (32 °F) more heat must be removed before the water changes to solid state (ice), so water can be liquid or solid at 0 °C (32 °F).
